,id,title,labels,scores,status
17754,tQJYKwc3n4,RoboCasa365: A Large-Scale Simulation Framework for Training and Benchmarking Generalist Robots,unlabeled,"[6,6,6,10]",Poster
2966,9LzaFtKh0y,Learning to Defer on Anonymously Annotated Data,unlabeled,"[4,6,6]",Reject
10806,XknlDPufux,Zoom-In to Sort AI-Generated Images Out,unlabeled,"[2,4,4,6]",Withdraw
16692,q95Hql3QBk,Invariant and equivariant architectures via learned polarization,unlabeled,"[2,2,2,2]",Reject
2575,81YN7QFPi4,Randomized trials in EEG classification experiments are mandatory as drift is pervasive,unlabeled,"[0,2,2,4]",Reject
15321,lfsjVdi72l,SEED-SET: Scalable Evolving Experimental Design for System-level Ethical Testing,unlabeled,"[2,4,6]",Poster
2313,7Db6Pbrcha,SHERPA: Fine-tuning Segment Anything Models with Task-relevant Guidance,unlabeled,"[4,4,6,6]",Withdraw
11127,YkfhTzq3hL,Hallucination Benchmark for Speech Foundation Models,unlabeled,"[2,2,6,8]",Reject
391,16dklduerp,Calibration Attention: Instance-wise Temperature Scaling for Vision Transformers,unlabeled,"[2,2,4,4]",Withdraw
4714,EqiObUpo9w,An Effective and Efficient Generation Framework for Condensing the Graph Repository,unlabeled,"[2,4,4,6]",Reject
5109,G62YUhn02k,Electromagnetic Inverse Scattering from a Single Transmitter,unlabeled,"[2,2,4,4]",Withdraw
9871,UeufAyipBS,Visualizing Thought: Conceptual Diagrams Enable Robust Planning in LMMs,unlabeled,"[4,4,6,6]",Reject
9583,Tq2n0lFSOd,Adaptive Graph Rewiring to Mitigate Over-Squashing in Mesh-Based GNNs for Fluid Dynamics Simulations,unlabeled,"[2,2,4,4]",Withdraw
18764,wdZ8FVuJcS,"Be Affective, Not Just Cognitive - Towards Imparting Pertinent Empathy in Dialogue Agents",unlabeled,"[4,4,6]",Reject
16397,p7YBRutxdS,Lookahead Branching for Neural Network Verification,unlabeled,"[2,2,2,4]",Withdraw
102,0Jfa6ZkQLU,VOGUE: Guiding Exploration with Visual Uncertainty Improves Multimodal Reasoning,unlabeled,"[2,2,4,4]",Withdraw
11764,ahcXEESw1C,HEPHAESTUS: Hierarchical Periodic Heterogeneous Adaptive Spatio-Temporal Unified System for Traffic Forecasting,unlabeled,"[4,4,4,4]",Reject
5149,GChWaPdHOZ,BenchHub: A Unified Benchmark Suite for Holistic and Customizable LLM Evaluation,unlabeled,"[4,4,4,8]",Reject
16929,qqWPNiig1Q,One Bad Sample May Spoil the Whole Batch: A Novel Backdoor-Like Attack Towards Large Batch Processing,unlabeled,"[4,4,6]",Reject
3241,ACn1hhGcV4,Context-free Recognition with Transformers,unlabeled,"[4,6,6,6]",Reject
17326,s344pGE2JA,"""What Is The Performance Ceiling of My Classifier?"" Utilizing Category-Wise Influence Functions for Pareto Frontier Analysis",unlabeled,"[2,2,2,4]",Reject
12715,dbYvP2BKCM,Causal Effect Estimation with Learned Instrument Representations,unlabeled,"[2,2,4,6]",Reject
8856,RcxM3e59ga,Who Said Neural Networks Aren't Linear?,unlabeled,"[0,4,4,6]",Reject
4256,DSBb2g26Bi,Reverse-Complement Consistency for DNA Language Models,unlabeled,"[2,4,4,6]",Desk Reject
13626,gbuBqrDa3e,Flow-Matching Guided Deep Unfolding for Hyperspectral Image Reconstruction,unlabeled,"[0,4,4,6]",Reject
8280,PyfV9tFmdR,SpectralGCD: Spectral Concept Selection and Cross-modal Representation Learning for Generalized Category Discovery,unlabeled,"[4,4,4,8]",Poster
12685,dW2m8XVgp4,Taming the Forensic Singularity: A Regularized Hyperbolic Framework for Generalizable AI-Generated Image Detection,unlabeled,"[2,4,6,6]",Reject
11944,bIvrHPdNYI,Frontier LLMs Still Struggle with Simple Reasoning Tasks,unlabeled,"[2,2,4,6]",Reject
3465,AufVSUgMUo,Task-free Adaptive Meta Black-box Optimization,unlabeled,"[2,6,6,8]",Oral
9487,TY6JBucZ56,Practical Hybrid Quantum Language Models with Observable Readout on Real Hardware,unlabeled,"[0,2,4,4]",Reject
7342,N3XCVHZGW5,Compositional amortized inference for large-scale hierarchical Bayesian models,unlabeled,"[2,4,4,6]",Poster
4382,Dru5mm9anE,Scaling Agents via Continual Pre-training,unlabeled,"[2,4,8]",Poster
12996,eQxVeNZcYT,Quantifying biases in LLM-as-Judge evals,unlabeled,"[2,4,6,6]",Reject
18677,wLMEtQ5wBa,ID-Composer: Multi-Subject Video Synthesis with Hierarchical Identity Preservation,unlabeled,"[2,4,4,6]",Withdraw
1902,5teUb96ZsF,Fed MobiLLM: Efficient Federated LLM Fine-Tuning over Heterogeneous Mobile Devices via Server Assisted Side-Tuning,unlabeled,"[2,2,2,4]",Withdraw
13170,f07Kf4pD0f,Expressiveness of Multi-Neuron Convex Relaxations in Neural Network Certification,unlabeled,"[2,2,6,8]",Poster
16767,qLbTww6vv2,Towards Identifiable Latent Additive Noise Models,unlabeled,"[2,2,4,8]",Reject
9062,SFHjSDIMKn,Seeing It Before It Happens: In-Generation NSFW Detection for Diffusion-Based Text-to-Image Models,unlabeled,"[2,2,4,4,6]",Withdraw
4538,EJjuDjvLhE,CAMDrop: Gradient-Guided Dynamic Feature Dropping for Multimodal Balanced Learning,unlabeled,"[2,4,4,4]",Reject
18191,uq6nIOoPGG,Learning Coarse-Grained Representations: An Exploration of Mutual Information via Hyperspherical Density,unlabeled,"[0,2,2,6]",Withdraw
18522,vrBZs2UL5n,Dynamic Mask Attention: End-to-End Trainable Content-aware Sparse Attention,unlabeled,"[2,6,6]",Reject
15092,kyLS9EhPhY,Threading Keyframe with Narratives: MLLMs as Strong Long Video Comprehenders,unlabeled,"[4,4,6,6]",Poster
8011,P8RzsaEN2s,Local-Curvature-Aware Knowledge Graph Embedding via Extended Ricci Flow,unlabeled,"[2,2,6]",Reject
6230,JTX0iqxBjk,Output Supervision Can Obfuscate the Chain of Thought,unlabeled,"[6,6,8,8]",Poster
13696,gorR3RUgwy,When Glass Disappears at Night: A Novel NIR-RGB Multi-modal Solution,unlabeled,"[2,4,4,6]",Reject
2353,7NEgcfBbRC,Language Embedding Meets Dynamic Graph: A New Exploration for Neural Architecture Representation Learning,unlabeled,"[2,4,6]",Withdraw
13210,f9R6eIsGh1,Primal-Dual Direct Preference Optimization for Constrained LLM Alignment,unlabeled,"[2,2,4,4]",Reject
1744,5Rs6MpXD7D,Scaling Weisfeiler–Leman Expressiveness Analysis to Massive Graphs with GPUs,unlabeled,"[2,2,4,6]",Reject
5886,IQttyo0460,E²LoRA: Efficient and Effective Low-Rank Adaptation with Entropy-Guided Adaptive Sharing,unlabeled,"[2,2,6,6]",Poster
16635,pwVSmK71cS,DiffusionBlocks: Block-wise Neural Network Training via Diffusion Interpretation,unlabeled,"[4,6,8]",Poster
10976,YHz6PybFqK,The Hidden Cost of Modeling $\text{P}(X)$: Membership Inference Attacks in Generative Text Classifiers,unlabeled,"[4,4,6,6]",Reject
2975,9NvJWs0XOW,Chinese Character Decomposition with Compositional Latent Components,unlabeled,"[2,4,4,6]",Reject
3756,BpgCOFefcE,DualToken: Towards Unifying Visual Understanding and Generation with Dual Visual Vocabularies,unlabeled,"[2,6,6,6]",Poster
12156,bxGQx7mrnR,S-Chain: Structured Visual Chain-of-Thought for Medicine,unlabeled,"[2,2,4,6]",Withdraw
8745,RGxDhp3m0I,Parallel Training in Spiking Neural Networks,unlabeled,"[2,2,4,6]",Reject
16888,qgk2F6jxH4,SAIR: Enabling Deep Learning for Protein-Ligand Interactions with a Synthetic Structural Dataset,unlabeled,"[4,6,6,6]",Poster
19695,zf3gNrp3jp,LLM Routing with Dueling Feedback,unlabeled,"[4,4,6,6]",Reject
11903,b88NdR21Ij,PREGEN: Uncovering Latent Thoughts in Composed Video Retrieval,unlabeled,"[2,4,4,4]",Withdraw
18196,uqttsSVZbT,Reasoning Diffusion for Unpaired Text-Image to Video Generation,unlabeled,"[2,4,4,4,6]",Withdraw
494,1RgXNloctI,CoT-RVS: Zero-Shot Chain-of-Thought Reasoning Segmentation for Videos,unlabeled,"[4,6,6,6]",Poster
14357,ilir6A52vh,Planning at Inference: MCTS Test-Time Scaling for Long Video Generation,unlabeled,"[4,4,6]",Reject
11777,aiZG7mRi43,"MultiHaystack: Benchmarking Multimodal Reasoning over 40K Images, Videos, and Documents",unlabeled,"[4,4,4,8]",Desk Reject
8640,QzHBnBjm8M,Continuous Reconstruction of Spatiotemporal Dynamical System with Neural PDE,unlabeled,"[2,2,2,2]",Reject
3058,9cnmFpWft0,Sketching Faster than Dimension Times Update Time,unlabeled,"[4,4,4]",Withdraw
2803,8qk6eUnvbH,Mixture-of-Visual-Thoughts: Exploring Context-Adaptive Reasoning Mode Selection for General Visual Reasoning,unlabeled,"[4,4,6,8]",Poster
11001,YOZBEyTgLe,PDE-SSM: A Spectral State Space Approach to Spatial Mixing in Diffusion Transformers,unlabeled,"[2,4,4,4]",Desk Reject
9050,SCKLkfgevy,BioCAP: Exploiting Synthetic Captions Beyond Labels in Biological Foundation Models,unlabeled,"[4,6,6,8]",Poster
7424,NJUmKny4ZI,It's a TRAP! Task-Redirecting Agent Persuasion Benchmark for Web Agents,unlabeled,"[4,4,6,6]",Reject
946,2xmvWWT4ZP,A Deterministic Optimal Solution to Nonnegative Matrix Factorization,unlabeled,,Withdraw
13774,h0iRgjTmVs,SiMO: Single-Modality-Operable Multimodal Collaborative Perception,unlabeled,"[4,6,6,8]",Poster
8386,QF0ISD7JMT,Anatomy-DT: A Cross-Diffusion Digital Twin for Anatomical Evolution,unlabeled,"[2,2,4,6]",Reject
13363,fdpB9RBFv5,Probabilistic Bisection Algorithm Provably Achieves Exponential Convergence,unlabeled,"[2,4,4]",Reject
2258,73FGjnKu1P,Seeing What’s Wrong: A Trajectory-Guided Approach to Caption Error Detection,unlabeled,"[4,4,6,6]",Poster
9691,U9meoc0Sau,SceneCOT: Eliciting Chain-of-Thought Reasoning in 3D Scenes,unlabeled,"[4,4,6,6]",Poster
3136,9rseeCQjav,Generalization Analysis of SGD in Linear Regression under Covariate Shift: A View from Preconditioning,unlabeled,"[2,4,4,6]",Withdraw
8896,RlMCc0JTu4,MimicTouch:Tactile Affordance for Robot Synesthesia for Dexterous Manipulation,unlabeled,"[0,0,0,0]",Reject
13758,gxqlFvPgpr,PRISM-EE: A Peer-Federated Framework for Cost-Aware Large Language Model Evaluation,unlabeled,"[0,2,4]",Withdraw
15353,llMfmDtWka,Scaling Speech Tokenizers with Diffusion Autoencoders,unlabeled,"[4,4,4,6,6]",Poster
3249,AE98vmT1HJ,Unveiling the Role of Data Uncertainty in Tabular Deep Learning,unlabeled,"[2,4,6,6]",Reject
5051,FsrXpdcjqu,On the Emergence of Weak-to-Strong Generalization: A Bias-Variance Perspective,unlabeled,"[2,2,4,6]",Reject
14108,i05MM4h1WZ,SRAttack: Super-Resolution as an Attack on Invisible Image Watermarking,unlabeled,"[2,2,2,4]",Reject
5788,I9pQJJWKn3,Dreamland: Hybrid World Creation with Simulator and Generative Models,unlabeled,"[4,4,6,6]",Reject
18845,wvUdQQoEWt,Hierarchical W-Learning,unlabeled,"[2,2,4,4]",Reject
4200,DF7MDmMDGl,Framing the Game: How Context Shapes LLM Decision-Making,unlabeled,"[2,4,4,6]",Reject
9513,TdhOfbBMVv,Exploring Reprensentation Invariance in Finetuning,unlabeled,"[2,2,2,6]",Withdraw
3599,BLaJXoEAEW,Detecting and Mitigating Insertion Hallucination in Video-to-Audio Generation,unlabeled,"[2,2,4,4]",Withdraw
13989,hdjjkpG6lD,U-RankMOEA: Learning to Optimize High-Dimensional Expensive Multi-Objective Problems,unlabeled,"[2,2,4]",Withdraw
14243,iQB4tZBIzp,MP-GFormer: A 3D-Geometry-Aware Dynamic Graph Transformer Approach for Machining Process Planning,unlabeled,"[2,2,2,6]",Withdraw
2795,8pX8He3Yyg,C2T: Classifier-based Token Tree Construction in Speculative Decoding,unlabeled,"[0,4,4,6]",Withdraw
17849,tl5bbHE78p,FlowLet: Conditional 3D Brain MRI Synthesis using Wavelet Flow Matching,unlabeled,"[4,4,4,6]",Reject
3682,BamabJR7Ed,Five-Mode Tucker-LoRA for Video Diffusion on Conv3D Backbones,unlabeled,"[2,2,2,4]",Desk Reject
18578,w09tBdYcls,Visual Odometry with Transformers,unlabeled,"[2,2,2,2]",Withdraw
5046,FriP8PXHpY,Circuit Complexity Bounds for Visual Autoregressive Model,unlabeled,"[2,2,4,6]",Reject
9967,UwtPOWp3NI,GePBench: Evaluating Fundamental Geometric Perception for Multimodal Large Language Models,unlabeled,"[2,4,4,4]",Withdraw
10453,WbNf4npMlJ,AdaReP: Plug-and-Play Acceleration for World Model Predictive Control using Adaptive Re-Planning,unlabeled,"[4,4,4,6]",Withdraw
1241,3rmeUp63dH,ProJo4D: Progressive Joint Optimization for Sparse-View Inverse Physics Estimation,unlabeled,"[2,4,4,6]",Reject
15156,lAfn51Fixo,Chimera: Compositional Image Generation using Part-based Concepting,unlabeled,"[2,2,4,6]",Reject
3014,9W38INOZ00,Learning Neuron Dynamics within Deep Spiking Neural Networks,unlabeled,"[2,4,4,6]",Reject
17930,u0Luxn1MYM,"Don’t Lag, RAG: Training-Free Adversarial Detection Using RAG",unlabeled,"[2,2,4,4]",Reject
16892,qhglCWZsuh,Seg-Agent: Improving Language-Guided Segmentation via Explicit Chain-of-Reasoning Construction,unlabeled,"[2,4,6]",Withdraw
1609,54BPFBsT2p,Dynamic Rank Adjustment for Accurate and Efficient Neural Network Training,unlabeled,"[2,2,4]",Withdraw
4327,Df7UjwEgIx,SpaCE-10: A Comprehensive Benchmark for Multimodal Large Language Models in Compositional Spatial Intelligence,unlabeled,"[4,4,8,8]",Poster
15118,l4adVGdetr,Reasoning Like Humans: Enhancing Multi-Image Reasoning Via Cognition-Inspired Meta-Action Framework,unlabeled,"[2,2,2,4]",Withdraw
18162,ularVAZFjX,A Pitfall in Conformal Prediction: When Shorter Intervals Are Not Better,unlabeled,"[0,2,2,4]",Reject
15198,lJqssVKeR7,"Converge Faster, Talk Less: Hessian-Informed Federated Zeroth-Order Optimization",unlabeled,"[4,4,6,6,8]",Poster
6596,Ke5QBMEyd6,Efficient Cell Painting Image Representation Learning via Cross-Well Aligned Masked Siamese Network,unlabeled,"[4,4,4,4]",Reject
8365,QBZoAChPv5,Forward Chaining Neural Network for Rule Induction,unlabeled,"[2,4,6,6]",Reject
798,2RbkYPoVJE,LEO: A Graph Attention-Based Framework for Learned Object Extensions and Adaptive Sensor Fusion for Autonomous Driving Applications,unlabeled,"[2,2,2,4]",Reject
3720,BigoLH4PsK,Vision Hopfield Memory Networks,unlabeled,"[4,4,8,10]",Desk Reject
2921,9E0ioSxB7s,Data- and Hardware-Aware Entanglement Selection for Quantum Feature Maps in Hybrid Quantum Neural Networks,unlabeled,"[2,2,2,4]",Withdraw
15029,knc1y6jkTL,Accelerating Newton-Schulz Iteration for Orthogonalization via Chebyshev-type Polynomials,unlabeled,"[4,4,6,6]",Reject
655,1xenzNSYFD,From Individual to Multi-Agent Algorithmic Recourse: Minimizing the Welfare Gap via Capacitated Bipartite Matching,unlabeled,"[0,2,4,6]",Withdraw
9208,SjHaqpXDVW,PlanMoGPT: Flow-Enhanced Progressive Planning for Text to Motion Synthesis,unlabeled,"[2,2,6,8]",Reject
17939,u2pAPZZCmN,DiffuSpec: Unlocking Diffusion Language Models for Speculative Decoding,unlabeled,"[2,2,4,4]",Withdraw
10406,WPgaGP4sVS,TamperTok: Forensics-Driven Tokenized Autoregressive Framework for Image Tampering Localization,unlabeled,"[8,8,8,8]",Desk Reject
16377,p2NouxPQMC,AI Der Ring:The Forging of the Future A Wagnerian Gesamtkunstwerk Reimagined through Multi-agent System,unlabeled,"[0,0,0,2,2]",Reject
15790,n7kg70eh3N,Graph Attribute Imputation via Generalized Wasserstein Balancing,unlabeled,"[2,4,4,6]",Reject
16179,oOf83pSxUP,Old N-Grams Never Die:Towards Identifying LLMs-Generated Text using Antique N-Grams,unlabeled,"[2,2,2,6]",Withdraw
15513,mGbEv4kVoG,Why Ask One When You Can Ask $k$? Learning-to-Defer to the Top-$k$ Experts,unlabeled,"[2,6,6,6,6]",Poster
11973,bMrH2PFMsi,CoNavBench: Collaborative Long-Horizon Vision-Language Navigation Benchmark,unlabeled,"[4,4,6,6]",Poster
16828,qVMtipJxgE,Jailbreaking Multimodal Large Language Models Through Video Prompts,unlabeled,"[2,2,4,4]",Withdraw
5740,I3Ct1eDmVI,PHyCLIP: $\ell_1$-Product of Hyperbolic Factors Unifies Hierarchy and Compositionality in Vision-Language Representation Learning,unlabeled,"[4,6,8,8]",Poster
8162,PYGCKrI4Pk,PHORECAST: Enabling AI Understanding of Public Health Outreach Across Populations,unlabeled,"[4,4,4,4]",Reject
14599,jVjlpauPD5,MixLLM: Selecting Large Language Models with High-Quality Results and Minimum Inference Cost for Multi-Stage Complex Tasks,unlabeled,"[2,4,4,4]",Reject
16627,puJNiR7JhP,PlantRSR: A New Plant Dataset and Method for Reference-based Super-Resolution,unlabeled,"[2,4,6,6]",Poster
19584,zHjNmKiJCS,Mind the Gap... or Not? How Translation Errors and Evaluation Details Skew Multilingual Results,unlabeled,"[0,0,4,4]",Withdraw
4166,DADPWFnbAy,"Less Gradient, More Speed: Rethinking Pipeline Parallelism for Efficient Fine-Tuning with FluidPipe",unlabeled,"[2,2,8]",Reject
14698,jpz7e3jhRq,Should We Still Pretrain Encoders with Masked Language Modeling?,unlabeled,"[6,6,6,8]",Poster
12339,cTQ72zSohs,DISCO: Dynamic Scheduling for CPU Offload in ML Workloads,unlabeled,"[2,2,2,4,4,8]",Reject
17881,trbY9hhqFz,SpurLens: Automatic Detection of Spurious Cues in Multimodal LLMs,unlabeled,"[4,4,6,6]",Reject
19510,z55Fut1CRw,UniFork: Exploring Modality Alignment for Unified Multimodal Understanding and Generation,unlabeled,"[2,4,4,6]",Reject
14406,ix9C0Xqygb,PhyloTextDiff: Text-Based Discrete Diffusion for Generative Phylogenetic Inference,unlabeled,"[2,2,4,4]",Reject
18771,weM68cZfMl,VL Norm: Rethink Loss Aggregation in RLVR,unlabeled,"[4,4,6,6]",Reject
18689,wOPPdBRh9X,On the Role of Difficult Prompts in Self-Play Preference Optimization,unlabeled,"[2,2,2,4]",Withdraw
15791,n7viYE7Xbo,BigMaQ: A Big Macaque Motion and Animation Dataset Bridging Image and 3D Pose Representations,unlabeled,"[2,4,6,8]",Poster
8601,Qqhcrv4JMQ,MODS: Multi-Source Observation Conditional Diffusion Model for Meteorological State Downscaling,unlabeled,"[2,4,6]",Reject
5427,H5QWmvze4g,Latent Reasoning with Recurrent Depth for Sequential Recommendation,unlabeled,"[4,4,6,6]",Reject
4444,E1K2Ph3LtS,MetaVLA: Unified Meta Co-Training for Efficient Embodied Adaptation,unlabeled,"[4,4,8,8]",Poster
14404,iwB6e5n7fQ,Benchmarking Complex Chart Reasoning via Sub-question Decomposition and Variant-based Robustness Analysis,unlabeled,"[2,2,2,6]",Withdraw
8453,QQCadccQqU,FRIEDA: Benchmarking Multi-Step Cartographic Reasoning in Vision-Language Models,unlabeled,"[2,6,6,8]",Poster
7494,NYMmTYTZt9,Pix2Plan: A Set Prediction Approach for End-to-End Wireframe Parsing using Two-Level Polygon Queries,unlabeled,"[2,2,2,4]",Withdraw
15905,nTlGOrt0Es,Equivariant Latent Alignment via Flow Matching under Group Symmetries,unlabeled,"[4,6,6,8]",Reject
9521,Tf29oMgErW,ReynoldsFlow: Spatiotemporal Flow Representations for Video Learning,unlabeled,"[4,4,4]",Reject
1637,57ncx24sRy,M$^2$DDI: A Unified Framework for Dynamic Multimodal Fusion in Drug-Drug Interaction Prediction,unlabeled,"[2,2,4,6]",Reject
6708,Kx0G6v2c2S,DeepSearch: Overcome the Bottleneck of Reinforcement Learning with Verifiable Rewards via Monte Carlo Tree Search,unlabeled,"[4,4,6]",Poster
18372,vRjHAzyWr1,Dynamic Priors in Bayesian Optimization for Hyperparameter Optimization,unlabeled,"[2,4,6]",Reject
9113,SOFSVaZXSj,Rethinking Model Calibration through Spectral Entropy Regularization in Medical Image Segmentation,unlabeled,"[4,6,6]",Poster
19463,ytvi5Hrapm,Finding Harmony in Chemical Data: Hierarchical and Balanced multimodal Fusion for Reaction Yield Prediction,unlabeled,"[2,2,6,6]",Withdraw
3985,CXWjdC2QNO,3D Medical Image Segmentation with Anatomy-Guided Conditioning from Surrounding Structures,unlabeled,"[2,2,6]",Withdraw
3601,BLhQv7iF3q,"Measuring Model Robustness via Fisher Information: Spectral Bounds, Theoretical Guarantees, and Practical Algorithms",unlabeled,"[2,2,4,6]",Withdraw
8821,RVLMGPXt2i,LookaheadKV: Fast and Accurate KV Cache Eviction by Glimpsing into the Future without Generation,unlabeled,"[4,4,4,8]",Poster
11366,ZR3HNkT2cj,JAM-Flow: Joint Audio-Motion Synthesis with Flow Matching,unlabeled,"[4,4,4,4,4]",Desk Reject
15657,meRHki4HwQ,MDAR: A Multi-scene Dynamic Audio Reasoning Benchmark,unlabeled,"[2,2,4,6]",Withdraw
5317,GiaF5cFIpI,Adaptive stimulation & response modeling of latent neural dynamics,unlabeled,"[2,2,4,6]",Reject
7069,M9xrC0QD5L,DRIFT: DATA REDUCTION VIA INFORMATIVE FEATURE TRANSFORMATION – GENERALIZATION BEGINS BEFORE DEEP LEARNING STARTS,unlabeled,"[0,2,2,6,6]",Reject
4105,CvjmvjlczZ,DynamicInfer: Runtime-Aware Sparse Offloading for LLMs Inference on a Consumer-Grade GPU,unlabeled,"[4,4,4,6]",Poster
